sample_id,class,sigma,seed,E,eta,E_nir,parasitic_frac,fill_achieved,radius_scale,n_redraws,n_restarts
652,jitter,0.2500,21340760,2.589449,0.363399,5.738816,0.051379,0.384845,1.000000,140,0
653,jitter,0.2500,21340761,2.572386,0.361004,5.619687,0.050531,0.384845,1.000000,69,0
654,jitter,0.2500,21340762,2.593599,0.363981,5.693028,0.050295,0.384845,1.000000,94,0
655,jitter,0.2500,21340763,2.577671,0.361746,5.613189,0.050925,0.384845,1.000000,80,0
656,jitter,0.2500,21340764,2.577341,0.361700,5.617807,0.050617,0.384845,1.000000,57,0
657,jitter,0.2500,21340765,2.579611,0.362018,5.642403,0.050179,0.384845,1.000000,94,0
658,jitter,0.2500,21340766,2.580765,0.362180,5.633268,0.049953,0.384845,1.000000,58,0
659,jitter,0.2500,21340767,2.575935,0.361502,5.611585,0.049998,0.384845,1.000000,87,0
660,jitter,0.2500,21340768,2.584060,0.362643,5.698391,0.051252,0.384845,1.000000,74,0
661,jitter,0.2500,21340769,2.566522,0.360181,5.545843,0.049915,0.384845,1.000000,39,0
662,jitter,0.2500,21340770,2.566690,0.360205,5.594905,0.050309,0.384845,1.000000,65,0
663,jitter,0.2500,21340771,2.566224,0.360140,5.529541,0.049266,0.384845,1.000000,44,0
664,jitter,0.2500,21340772,2.579127,0.361950,5.641671,0.050711,0.384845,1.000000,59,0
665,jitter,0.2500,21340773,2.573760,0.361197,5.576838,0.050170,0.384845,1.000000,90,0
666,jitter,0.2500,21340774,2.579103,0.361947,5.645806,0.050183,0.384845,1.000000,108,0
667,jitter,0.2500,21340775,2.582623,0.362441,5.634979,0.050242,0.384845,1.000000,101,0
668,jitter,0.2500,21340776,2.589365,0.363387,5.650643,0.050912,0.384845,1.000000,75,0
669,jitter,0.2500,21340777,2.581214,0.362243,5.603653,0.050072,0.384845,1.000000,39,0
670,jitter,0.2500,21340778,2.564894,0.359953,5.594843,0.050070,0.384845,1.000000,135,0
671,jitter,0.2500,21340779,2.587359,0.363106,5.663443,0.050617,0.384845,1.000000,60,0
672,jitter,0.2500,21340780,2.588877,0.363319,5.698367,0.050167,0.384845,1.000000,84,0
673,jitter,0.2500,21340781,2.565133,0.359987,5.573970,0.050230,0.384845,1.000000,60,0
674,jitter,0.2500,21340782,2.585426,0.362834,5.622449,0.050611,0.384845,1.000000,68,0
675,jitter,0.2500,21340783,2.573471,0.361157,5.648213,0.049679,0.384845,1.000000,47,0
676,jitter,0.3000,21350709,2.574935,0.361362,5.585516,0.050601,0.384845,1.000000,163,0
677,jitter,0.3000,21350710,2.547336,0.357489,5.435214,0.049063,0.384845,1.000000,142,0
678,jitter,0.3000,21350711,2.571329,0.360856,5.574185,0.049905,0.384845,1.000000,199,0
679,jitter,0.3000,21350712,2.581849,0.362333,5.602918,0.049911,0.384845,1.000000,400,0
680,jitter,0.3000,21350713,2.579506,0.362004,5.634192,0.050497,0.384845,1.000000,61,0
681,jitter,0.3000,21350714,2.581010,0.362215,5.630524,0.050614,0.384845,1.000000,58,0
682,jitter,0.3000,21350715,2.567721,0.360350,5.551050,0.050209,0.384845,1.000000,124,0
683,jitter,0.3000,21350716,2.566792,0.360219,5.562804,0.049932,0.384845,1.000000,184,0
684,jitter,0.3000,21350717,2.568583,0.360471,5.568897,0.049173,0.384845,1.000000,214,0
685,jitter,0.3000,21350718,2.579278,0.361972,5.514336,0.049779,0.384845,1.000000,118,0
686,jitter,0.3000,21350719,2.582952,0.362487,5.639503,0.050109,0.384845,1.000000,276,0
687,jitter,0.3000,21350720,2.554598,0.358508,5.436813,0.048792,0.384845,1.000000,192,0
688,jitter,0.3000,21350721,2.564317,0.359872,5.558752,0.050226,0.384845,1.000000,167,0
689,jitter,0.3000,21350722,2.582744,0.362458,5.586974,0.049847,0.384845,1.000000,231,0
690,jitter,0.3000,21350723,2.571698,0.360908,5.574327,0.049779,0.384845,1.000000,119,0
691,jitter,0.3000,21350724,2.565103,0.359982,5.569663,0.049086,0.384845,1.000000,206,0
692,jitter,0.3000,21350725,2.585564,0.362854,5.665327,0.050071,0.384845,1.000000,129,0
693,jitter,0.3000,21350726,2.595952,0.364312,5.636770,0.050878,0.384845,1.000000,331,0
694,jitter,0.3000,21350727,2.562343,0.359595,5.529550,0.048865,0.384845,1.000000,289,0
695,jitter,0.3000,21350728,2.571455,0.360874,5.572950,0.050164,0.384845,1.000000,201,0
696,jitter,0.3000,21350729,2.579313,0.361977,5.597687,0.049951,0.384845,1.000000,261,0
697,jitter,0.3000,21350730,2.561377,0.359459,5.550760,0.049851,0.384845,1.000000,131,0
698,jitter,0.3000,21350731,2.582655,0.362446,5.580205,0.049704,0.384845,1.000000,288,0
699,jitter,0.3000,21350732,2.589692,0.363433,5.659890,0.050822,0.384845,1.000000,255,0
700,jitter,0.3000,21350733,2.549068,0.357732,5.489389,0.049322,0.384845,1.000000,161,0
701,jitter,0.3000,21350734,2.584117,0.362651,5.614095,0.050343,0.384845,1.000000,202,0
702,jitter,0.3000,21350735,2.577115,0.361668,5.608649,0.050167,0.384845,1.000000,158,0
703,jitter,0.3000,21350736,2.562709,0.359646,5.586993,0.049833,0.384845,1.000000,140,0
704,jitter,0.3000,21350737,2.582676,0.362448,5.603375,0.049024,0.384845,1.000000,177,0
705,jitter,0.3000,21350738,2.586563,0.362994,5.671581,0.050638,0.384845,1.000000,134,0
706,jitter,0.3000,21350739,2.551163,0.358026,5.447748,0.048741,0.384845,1.000000,259,0
707,jitter,0.3000,21350740,2.568230,0.360421,5.596643,0.050777,0.384845,1.000000,184,0
708,jitter,0.3000,21350741,2.577371,0.361704,5.587110,0.049808,0.384845,1.000000,239,0
709,jitter,0.3000,21350742,2.588421,0.363255,5.620994,0.049873,0.384845,1.000000,62,0
710,jitter,0.3000,21350743,2.589859,0.363457,5.608578,0.050299,0.384845,1.000000,165,0
711,jitter,0.3000,21350744,2.579020,0.361935,5.605622,0.049881,0.384845,1.000000,179,0
712,jitter,0.3000,21350745,2.585064,0.362784,5.607914,0.050247,0.384845,1.000000,137,0
713,jitter,0.3000,21350746,2.561463,0.359472,5.550567,0.049597,0.384845,1.000000,203,0
714,jitter,0.3000,21350747,2.595641,0.364268,5.650177,0.050694,0.384845,1.000000,166,0
715,jitter,0.3000,21350748,2.568988,0.360528,5.571154,0.050247,0.384845,1.000000,254,0
716,jitter,0.3000,21350749,2.570708,0.360769,5.511092,0.049071,0.384845,1.000000,109,0
717,jitter,0.3000,21350750,2.584713,0.362734,5.573016,0.049374,0.384845,1.000000,375,0
719,jitter,0.3000,21350752,2.556402,0.358761,5.479415,0.048670,0.384845,1.000000,349,0
720,jitter,0.3000,21350753,2.579245,0.361967,5.587093,0.050498,0.384845,1.000000,128,0
721,jitter,0.3000,21350754,2.580416,0.362131,5.590368,0.050046,0.384845,1.000000,147,0
722,jitter,0.3000,21350755,2.559287,0.359166,5.557235,0.050476,0.384845,1.000000,178,0
723,jitter,0.3000,21350756,2.581765,0.362321,5.679945,0.050742,0.384845,1.000000,143,0
724,jitter,0.3000,21350757,2.583376,0.362547,5.627811,0.050384,0.384845,1.000000,99,0
725,jitter,0.3000,21350758,2.572212,0.360980,5.548364,0.050104,0.384845,1.000000,193,0
726,jitter,0.3000,21350759,2.570919,0.360799,5.529133,0.049232,0.384845,1.000000,90,0
728,jitter,0.3000,21350761,2.573134,0.361109,5.552974,0.049957,0.384845,1.000000,150,0
729,jitter,0.3000,21350762,2.588093,0.363209,5.612048,0.049910,0.384845,1.000000,131,0
730,jitter,0.3000,21350763,2.582122,0.362371,5.599853,0.050044,0.384845,1.000000,259,0
731,jitter,0.3000,21350764,2.574525,0.361305,5.571357,0.049815,0.384845,1.000000,88,0
732,jitter,0.3000,21350765,2.566940,0.360240,5.604961,0.049699,0.384845,1.000000,226,0
733,jitter,0.3000,21350766,2.591185,0.363643,5.661072,0.050093,0.384845,1.000000,162,0
734,jitter,0.3000,21350767,2.568940,0.360521,5.563363,0.050000,0.384845,1.000000,107,0
735,jitter,0.3000,21350768,2.567220,0.360279,5.507858,0.049273,0.384845,1.000000,365,0
736,jitter,0.3000,21350769,2.575673,0.361466,5.594742,0.049734,0.384845,1.000000,249,0
737,jitter,0.3000,21350770,2.572424,0.361010,5.596895,0.049711,0.384845,1.000000,71,0
738,jitter,0.3000,21350771,2.574528,0.361305,5.563093,0.050090,0.384845,1.000000,149,0
739,jitter,0.3000,21350772,2.591213,0.363647,5.622284,0.050429,0.384845,1.000000,77,0
740,jitter,0.3000,21350773,2.565099,0.359982,5.528812,0.050155,0.384845,1.000000,91,0
741,jitter,0.3000,21350774,2.571694,0.360907,5.557912,0.049275,0.384845,1.000000,183,0
742,jitter,0.3000,21350775,2.599690,0.364836,5.712779,0.050988,0.384845,1.000000,157,0
743,jitter,0.3000,21350776,2.566163,0.360131,5.556164,0.049871,0.384845,1.000000,95,0
745,jitter,0.3000,21350778,2.581346,0.362262,5.585394,0.049567,0.384845,1.000000,146,0
746,jitter,0.3000,21350779,2.562444,0.359609,5.473780,0.049252,0.384845,1.000000,160,0
747,jitter,0.3000,21350780,2.568663,0.360482,5.600525,0.050231,0.384845,1.000000,169,0
748,jitter,0.3000,21350781,2.574011,0.361233,5.595470,0.049547,0.384845,1.000000,76,0
749,jitter,0.3000,21350782,2.592211,0.363787,5.674711,0.049858,0.384845,1.000000,149,0
750,jitter,0.3000,21350783,2.581028,0.362217,5.642296,0.049911,0.384845,1.000000,322,0
827,radius,0.0400,22270710,2.514274,0.352849,4.917793,0.039703,0.384845,0.997997,0,0
835,radius,0.0400,22270718,2.506844,0.351806,4.845357,0.039183,0.384845,0.991906,0,0
845,radius,0.0400,22270728,2.507823,0.351944,4.848158,0.039509,0.384845,0.997897,0,0
847,radius,0.0400,22270730,2.523066,0.354083,4.940374,0.040332,0.384845,1.002510,0,0
850,radius,0.0400,22270733,2.508616,0.352055,4.842432,0.039172,0.384845,0.997447,0,0
853,radius,0.0400,22270736,2.509750,0.352214,4.842701,0.038818,0.384845,0.996927,0,0
854,radius,0.0400,22270737,2.517441,0.353294,4.873381,0.039438,0.384845,0.990464,0,0
859,radius,0.0400,22270742,2.514740,0.352914,4.945688,0.040264,0.384845,1.004949,0,0
864,radius,0.0400,22270747,2.510940,0.352381,4.861747,0.038968,0.384845,0.996509,0,0
866,radius,0.0400,22270749,2.504648,0.351498,4.866856,0.038981,0.384845,1.003347,0,0
867,radius,0.0400,22270750,2.518778,0.353481,4.903194,0.039274,0.384845,1.003524,0,0
873,radius,0.0400,22270756,2.506699,0.351786,4.863638,0.039048,0.384845,0.996883,0,0
874,radius,0.0400,22270757,2.511710,0.352489,4.876437,0.039599,0.384845,0.995766,0,0
875,radius,0.0400,22270758,2.504523,0.351481,4.811464,0.038739,0.384845,0.996029,0,0
878,radius,0.0400,22270761,2.514998,0.352951,4.902305,0.040056,0.384845,0.999449,0,0
886,radius,0.0400,22270769,2.514465,0.352876,4.882080,0.039707,0.384845,0.998229,0,0
888,radius,0.0400,22270771,2.502951,0.351260,4.865992,0.038320,0.384845,0.999614,0,0
891,radius,0.0400,22270774,2.506691,0.351785,4.883470,0.039335,0.384845,0.999690,0,0
894,radius,0.0400,22270777,2.527060,0.354643,4.991018,0.040553,0.384845,1.002925,0,0
897,radius,0.0400,22270780,2.530382,0.355110,4.968067,0.040269,0.384845,0.998854,0,0
899,radius,0.0400,22270782,2.515138,0.352970,4.866772,0.038974,0.384845,0.998413,0,0
901,radius,0.0600,22280709,2.540492,0.356528,5.007061,0.040739,0.384845,0.994585,0,0
902,radius,0.0600,22280710,2.526768,0.354602,5.039098,0.040729,0.384845,1.007142,0,0
905,radius,0.0600,22280713,2.535664,0.355851,5.002097,0.040484,0.384845,0.995333,0,0
906,radius,0.0600,22280714,2.525548,0.354431,5.012497,0.040806,0.384845,0.997427,0,0
911,radius,0.0600,22280719,2.551060,0.358012,5.179444,0.041659,0.384845,1.000375,0,0
918,radius,0.0600,22280726,2.557762,0.358952,5.185126,0.042107,0.384845,0.999731,0,0
919,radius,0.0600,22280727,2.540330,0.356506,5.089551,0.041513,0.384845,1.007687,0,0
920,radius,0.0600,22280728,2.542150,0.356761,5.073023,0.041083,0.384845,1.005635,0,0
925,radius,0.0600,22280733,2.540878,0.356583,5.043832,0.041091,0.384845,1.001513,0,0
926,radius,0.0600,22280734,2.532153,0.355358,5.032698,0.041179,0.384845,1.000742,0,0
927,radius,0.0600,22280735,2.552427,0.358203,5.128941,0.041857,0.384845,0.995418,0,0
930,radius,0.0600,22280738,2.527439,0.354697,4.958657,0.040495,0.384845,0.993445,0,0
934,radius,0.0600,22280742,2.538580,0.356260,5.011241,0.040662,0.384845,1.001768,0,0
937,radius,0.0600,22280745,2.539497,0.356389,5.022411,0.040741,0.384845,0.998118,0,0
939,radius,0.0600,22280747,2.530037,0.355061,4.990730,0.040229,0.384845,1.002263,0,0
945,radius,0.0600,22280753,2.548125,0.357600,5.108770,0.041129,0.384845,1.002559,0,0
953,radius,0.0600,22280761,2.538180,0.356204,5.099233,0.040852,0.384845,1.001308,0,0
954,radius,0.0600,22280762,2.537540,0.356114,5.072373,0.040894,0.384845,1.003293,0,0
957,radius,0.0600,22280765,2.523883,0.354198,4.945381,0.039567,0.384845,0.996246,0,0
963,radius,0.0600,22280771,2.535039,0.355763,5.089893,0.041200,0.384845,1.006631,0,0
968,radius,0.0600,22280776,2.521333,0.353840,4.961955,0.039958,0.384845,1.004525,0,0
970,radius,0.0600,22280778,2.534799,0.355730,5.036164,0.040645,0.384845,0.999486,0,0
972,radius,0.0600,22280780,2.549438,0.357784,5.176347,0.041780,0.384845,1.007504,0,0
973,radius,0.0600,22280781,2.531339,0.355244,5.043231,0.040389,0.384845,1.003698,0,0
975,radius,0.0600,22280783,2.546202,0.357330,5.087128,0.041322,0.384845,1.000656,0,0
976,radius,0.0800,22290709,2.551372,0.358055,5.124599,0.041966,0.384845,0.989474,0,0
977,radius,0.0800,22290710,2.573788,0.361201,5.255226,0.042911,0.384845,1.003360,0,0
979,radius,0.0800,22290712,2.537597,0.356122,5.021231,0.041132,0.384845,1.000161,0,0
980,radius,0.0800,22290713,2.556173,0.358729,5.191325,0.042729,0.384845,0.998204,0,0
981,radius,0.0800,22290714,2.580307,0.362116,5.294195,0.043892,0.384845,1.006896,0,0
984,radius,0.0800,22290717,2.541937,0.356731,5.110242,0.041324,0.384845,0.997982,0,0
985,radius,0.0800,22290718,2.567825,0.360364,5.137555,0.041942,0.384845,1.000856,0,0
986,radius,0.0800,22290719,2.539004,0.356320,5.051400,0.041205,0.384845,0.994035,0,0
987,radius,0.0800,22290720,2.551008,0.358004,5.131617,0.042006,0.384845,0.997705,0,0
988,radius,0.0800,22290721,2.559436,0.359187,5.269482,0.043197,0.384845,0.998179,0,0
989,radius,0.0800,22290722,2.552848,0.358262,5.156847,0.042304,0.384845,1.000434,0,0
990,radius,0.0800,22290723,2.548435,0.357643,5.136443,0.042234,0.384845,0.995100,0,0
991,radius,0.0800,22290724,2.551197,0.358031,5.148224,0.042716,0.384845,0.996538,0,0
992,radius,0.0800,22290725,2.558084,0.358997,5.170741,0.042699,0.384845,1.002390,0,0
993,radius,0.0800,22290726,2.545605,0.357246,5.114066,0.041558,0.384845,1.001248,0,0
995,radius,0.0800,22290728,2.566331,0.360155,5.300188,0.043637,0.384845,0.998668,0,0
996,radius,0.0800,22290729,2.575939,0.361503,5.307050,0.043358,0.384845,0.996724,0,0
997,radius,0.0800,22290730,2.552084,0.358155,5.212345,0.042656,0.384845,0.999556,0,0
998,radius,0.0800,22290731,2.544914,0.357149,5.206436,0.042428,0.384845,0.996115,0,0
1000,radius,0.0800,22290733,2.558276,0.359024,5.130534,0.042093,0.384845,0.999989,0,0
1001,radius,0.0800,22290734,2.554540,0.358500,5.197201,0.042155,0.384845,0.996325,0,0
1002,radius,0.0800,22290735,2.562841,0.359665,5.191380,0.042482,0.384845,1.010642,0,0
1003,radius,0.0800,22290736,2.567550,0.360326,5.278124,0.043359,0.384845,0.998017,0,0
1005,radius,0.0800,22290738,2.565260,0.360004,5.256570,0.042684,0.384845,0.991039,0,0
1007,radius,0.0800,22290740,2.554885,0.358548,5.085824,0.041660,0.384845,0.991520,0,0
1008,radius,0.0800,22290741,2.548169,0.357606,5.113754,0.041839,0.384845,1.003925,0,0
1009,radius,0.0800,22290742,2.550858,0.357983,5.199932,0.042685,0.384845,0.999621,0,0
1010,radius,0.0800,22290743,2.550973,0.357999,5.111766,0.041788,0.384845,0.993303,0,0
1011,radius,0.0800,22290744,2.560541,0.359342,5.173138,0.042034,0.384845,1.003320,0,0
1013,radius,0.0800,22290746,2.551767,0.358111,5.219311,0.042569,0.384845,1.010238,0,0
1014,radius,0.0800,22290747,2.549513,0.357794,5.219347,0.043116,0.384845,0.997839,0,0
1017,radius,0.0800,22290750,2.552622,0.358231,5.213566,0.042858,0.384845,1.004397,0,0
1018,radius,0.0800,22290751,2.558622,0.359073,5.243874,0.043211,0.384845,0.997681,0,0
1019,radius,0.0800,22290752,2.565996,0.360108,5.188525,0.042769,0.384845,1.000830,0,0
1020,radius,0.0800,22290753,2.566156,0.360130,5.218404,0.043014,0.384845,0.987436,0,0
1021,radius,0.0800,22290754,2.565668,0.360062,5.202053,0.042929,0.384845,1.001255,0,0
1022,radius,0.0800,22290755,2.547856,0.357562,5.101821,0.041282,0.384845,1.000903,0,0
1023,radius,0.0800,22290756,2.568180,0.360414,5.227602,0.042790,0.384845,1.005210,0,0
1024,radius,0.0800,22290757,2.554074,0.358435,5.168846,0.042130,0.384845,1.015187,0,0
1025,radius,0.0800,22290758,2.546144,0.357322,5.129531,0.041399,0.384845,1.006967,0,0
1027,radius,0.0800,22290760,2.552196,0.358171,5.114410,0.041914,0.384845,1.005982,0,0
1028,radius,0.0800,22290761,2.543751,0.356986,5.060513,0.041647,0.384845,1.007102,0,0
1029,radius,0.0800,22290762,2.560521,0.359339,5.182845,0.042226,0.384845,1.008456,0,0
1030,radius,0.0800,22290763,2.549867,0.357844,5.273277,0.043003,0.384845,1.017206,0,0
1031,radius,0.0800,22290764,2.551891,0.358128,5.147105,0.041746,0.384845,1.002564,0,0
1032,radius,0.0800,22290765,2.553720,0.358385,5.118127,0.041874,0.384845,0.998392,0,0
1033,radius,0.0800,22290766,2.554053,0.358432,5.127070,0.042039,0.384845,1.008821,0,0
1034,radius,0.0800,22290767,2.563072,0.359697,5.218575,0.042658,0.384845,1.000393,0,0
1035,radius,0.0800,22290768,2.548459,0.357647,5.174822,0.042323,0.384845,1.002919,0,0
1037,radius,0.0800,22290770,2.556633,0.358794,5.135637,0.042753,0.384845,0.993208,0,0
1039,radius,0.0800,22290772,2.558003,0.358986,5.195501,0.042745,0.384845,0.992392,0,0
1041,radius,0.0800,22290774,2.573440,0.361152,5.166606,0.042996,0.384845,1.001432,0,0
1042,radius,0.0800,22290775,2.546567,0.357381,5.159589,0.041510,0.384845,0.995180,0,0
1043,radius,0.0800,22290776,2.568856,0.360509,5.254030,0.042951,0.384845,0.999262,0,0
1044,radius,0.0800,22290777,2.563042,0.359693,5.202776,0.043072,0.384845,0.997769,0,0
1045,radius,0.0800,22290778,2.543650,0.356972,5.112008,0.041818,0.384845,1.014996,0,0
1046,radius,0.0800,22290779,2.548742,0.357686,5.130804,0.042168,0.384845,0.995005,0,0
1047,radius,0.0800,22290780,2.557015,0.358847,5.113269,0.041972,0.384845,0.979921,0,0
1049,radius,0.0800,22290782,2.559355,0.359176,5.238301,0.043524,0.384845,1.000385,0,0
1050,radius,0.0800,22290783,2.563301,0.359729,5.205582,0.043119,0.384845,1.006014,0,0
1051,radius,0.1000,22300709,2.569872,0.360652,5.254568,0.043121,0.384845,1.001113,0,0
1052,radius,0.1000,22300710,2.585940,0.362907,5.377298,0.044631,0.384845,0.993256,0,0
1053,radius,0.1000,22300711,2.589164,0.363359,5.355302,0.044492,0.384845,0.998291,0,0
1054,radius,0.1000,22300712,2.561515,0.359479,5.202072,0.043159,0.384845,0.993951,0,0
1055,radius,0.1000,22300713,2.575251,0.361407,5.302393,0.043970,0.384845,0.998593,0,0
1057,radius,0.1000,22300715,2.574857,0.361351,5.302757,0.043194,0.384845,0.998366,0,0
1058,radius,0.1000,22300716,2.585274,0.362813,5.385162,0.044303,0.384845,1.003130,0,0
1059,radius,0.1000,22300717,2.562746,0.359652,5.211106,0.042355,0.384845,1.001498,0,0
1060,radius,0.1000,22300718,2.559836,0.359243,5.163256,0.042483,0.384845,1.010591,0,0
1061,radius,0.1000,22300719,2.567676,0.360343,5.355853,0.044027,0.384845,1.006482,0,0
1063,radius,0.1000,22300721,2.562896,0.359673,5.214581,0.042692,0.384845,1.005443,0,0
1064,radius,0.1000,22300722,2.563598,0.359771,5.220251,0.042602,0.384845,0.998561,0,0
1065,radius,0.1000,22300723,2.582049,0.362361,5.316883,0.044241,0.384845,0.989929,0,0
1066,radius,0.1000,22300724,2.564229,0.359860,5.203970,0.042780,0.384845,0.992105,0,0
1068,radius,0.1000,22300726,2.577398,0.361708,5.294349,0.043248,0.384845,1.015388,0,0
1069,radius,0.1000,22300727,2.565863,0.360089,5.294815,0.042818,0.384845,1.001943,0,0
1070,radius,0.1000,22300728,2.569978,0.360667,5.284934,0.043686,0.384845,0.994760,0,0
1071,radius,0.1000,22300729,2.580506,0.362144,5.300937,0.043737,0.384845,0.997613,0,0
1072,radius,0.1000,22300730,2.561111,0.359422,5.208984,0.042724,0.384845,0.988454,0,0
1073,radius,0.1000,22300731,2.566862,0.360229,5.242466,0.043119,0.384845,0.970530,0,0
1074,radius,0.1000,22300732,2.562990,0.359686,5.199067,0.042784,0.384845,1.001166,0,0
1075,radius,0.1000,22300733,2.570478,0.360737,5.210306,0.043083,0.384845,0.985301,0,0
1076,radius,0.1000,22300734,2.558665,0.359079,5.184674,0.042787,0.384845,0.981957,0,0
1077,radius,0.1000,22300735,2.569800,0.360641,5.266485,0.044022,0.384845,0.999459,0,0
1078,radius,0.1000,22300736,2.564717,0.359928,5.193046,0.042572,0.384845,0.996649,0,0
1079,radius,0.1000,22300737,2.559778,0.359235,5.178962,0.042569,0.384845,1.008457,0,0
1080,radius,0.1000,22300738,2.573163,0.361113,5.281610,0.043428,0.384845,1.002369,0,0
1081,radius,0.1000,22300739,2.577459,0.361716,5.358792,0.044128,0.384845,1.011471,0,0
1082,radius,0.1000,22300740,2.555487,0.358633,5.209183,0.042770,0.384845,0.988241,0,0
1083,radius,0.1000,22300741,2.583671,0.362588,5.382367,0.043997,0.384845,1.006327,0,0
1085,radius,0.1000,22300743,2.588414,0.363254,5.367731,0.044920,0.384845,0.999565,0,0
1086,radius,0.1000,22300744,2.570181,0.360695,5.279606,0.043670,0.384845,0.991813,0,0
1087,radius,0.1000,22300745,2.559802,0.359238,5.316325,0.043258,0.384845,1.005646,0,0
1088,radius,0.1000,22300746,2.573489,0.361159,5.263584,0.043583,0.384845,0.996267,0,0
1089,radius,0.1000,22300747,2.572514,0.361022,5.291329,0.043021,0.384845,0.994932,0,0
1090,radius,0.1000,22300748,2.580381,0.362126,5.334279,0.044323,0.384845,0.993414,0,0
1092,radius,0.1000,22300750,2.574510,0.361302,5.346255,0.043620,0.384845,1.007134,0,0
1093,radius,0.1000,22300751,2.578784,0.361902,5.279068,0.043290,0.384845,0.993739,0,0
1094,radius,0.1000,22300752,2.580694,0.362170,5.317927,0.043838,0.384845,0.991518,0,0
1095,radius,0.1000,22300753,2.565573,0.360048,5.230678,0.042972,0.384845,1.012218,0,0
1096,radius,0.1000,22300754,2.574776,0.361340,5.284134,0.043097,0.384845,0.998210,0,0
1097,radius,0.1000,22300755,2.579865,0.362054,5.309396,0.043927,0.384845,0.992793,0,0
1098,radius,0.1000,22300756,2.589849,0.363455,5.420455,0.044831,0.384845,0.990671,0,0
1099,radius,0.1000,22300757,2.561960,0.359541,5.206890,0.042767,0.384845,0.997783,0,0
1100,radius,0.1000,22300758,2.594342,0.364086,5.399425,0.045266,0.384845,0.996267,0,0
1101,radius,0.1000,22300759,2.577741,0.361756,5.324218,0.044136,0.384845,0.987467,0,0
1102,radius,0.1000,22300760,2.554302,0.358467,5.187221,0.042563,0.384845,1.022989,0,0
1103,radius,0.1000,22300761,2.573170,0.361114,5.257449,0.043708,0.384845,0.985021,0,0
1104,radius,0.1000,22300762,2.593043,0.363903,5.365734,0.044699,0.384845,1.003727,0,0
1105,radius,0.1000,22300763,2.562493,0.359616,5.214887,0.042891,0.384845,0.990520,0,0
1106,radius,0.1000,22300764,2.572890,0.361075,5.308103,0.043892,0.384845,1.005824,0,0
1107,radius,0.1000,22300765,2.569388,0.360584,5.226150,0.043462,0.384845,0.985044,0,0
1108,radius,0.1000,22300766,2.568746,0.360494,5.214463,0.043309,0.384845,0.996054,0,0
1109,radius,0.1000,22300767,2.563277,0.359726,5.277941,0.042850,0.384845,0.996943,0,0
1110,radius,0.1000,22300768,2.601813,0.365134,5.502463,0.045651,0.384845,1.005635,0,0
1111,radius,0.1000,22300769,2.567283,0.360288,5.237344,0.043236,0.384845,1.005348,0,0
1112,radius,0.1000,22300770,2.575641,0.361461,5.274105,0.043431,0.384845,1.002751,0,0
1113,radius,0.1000,22300771,2.566773,0.360217,5.262783,0.043306,0.384845,0.990921,0,0
1114,radius,0.1000,22300772,2.572874,0.361073,5.287297,0.043725,0.384845,0.993011,0,0
1115,radius,0.1000,22300773,2.583395,0.362549,5.334599,0.044380,0.384845,1.007302,0,0
1116,radius,0.1000,22300774,2.566249,0.360143,5.261997,0.042727,0.384845,0.994754,0,0
1117,radius,0.1000,22300775,2.573015,0.361093,5.328707,0.043481,0.384845,0.999522,0,0
1118,radius,0.1000,22300776,2.564483,0.359895,5.221368,0.042778,0.384845,0.999599,0,0
1119,radius,0.1000,22300777,2.571019,0.360813,5.310546,0.043866,0.384845,0.997814,0,0
1120,radius,0.1000,22300778,2.567648,0.360340,5.193972,0.043015,0.384845,0.993165,0,0
1121,radius,0.1000,22300779,2.573984,0.361229,5.229543,0.043586,0.384845,1.005397,0,0
1122,radius,0.1000,22300780,2.563618,0.359774,5.237857,0.043067,0.384845,0.992981,0,0
1123,radius,0.1000,22300781,2.600278,0.364919,5.482721,0.045603,0.384845,1.003119,0,0
1124,radius,0.1000,22300782,2.582865,0.362475,5.327578,0.044121,0.384845,0.998188,0,0
1125,radius,0.1000,22300783,2.576071,0.361522,5.314579,0.043656,0.384845,0.999970,0,0
1126,radius,0.1250,22310709,2.573957,0.361225,5.237539,0.043235,0.384845,0.978076,0,0
1127,radius,0.1250,22310710,2.593571,0.363978,5.445446,0.045194,0.384845,0.984277,0,0
1128,radius,0.1250,22310711,2.598164,0.364622,5.436425,0.044837,0.384845,0.989233,0,0
1129,radius,0.1250,22310712,2.581489,0.362282,5.328022,0.044706,0.384845,0.996540,0,0
1130,radius,0.1250,22310713,2.585564,0.362854,5.396619,0.045300,0.384845,0.982342,0,0
1131,radius,0.1250,22310714,2.606604,0.365807,5.565149,0.046123,0.384845,1.002442,0,0
1132,radius,0.1250,22310715,2.579066,0.361942,5.270684,0.043796,0.384845,0.980746,0,0
1133,radius,0.1250,22310716,2.582968,0.362490,5.411837,0.044887,0.384845,0.995758,0,0
1134,radius,0.1250,22310717,2.594100,0.364052,5.421790,0.045328,0.384845,0.998112,0,0
1135,radius,0.1250,22310718,2.578621,0.361880,5.382447,0.044245,0.384845,0.997219,0,0
1136,radius,0.1250,22310719,2.583713,0.362594,5.484523,0.045104,0.384845,1.018894,0,0
1137,radius,0.1250,22310720,2.593659,0.363990,5.381220,0.044400,0.384845,1.009329,0,0
1138,radius,0.1250,22310721,2.570090,0.360682,5.279127,0.043929,0.384845,1.004450,0,0
